match_id,innings_number,over_number,bowler,runs_conceded,wickets,is_maiden
1075996,2,7,9d430b40,11,0,False
1075996,2,8,f2800ef3,14,0,False
1075996,2,9,1bf9a8ef,4,1,False
1075996,2,10,7662cf7a,5,1,False
1075996,2,11,1bf9a8ef,5,0,False
1075996,2,12,f2800ef3,8,0,False
1075996,2,13,afa78c3a,17,0,False
1075996,2,14,f2800ef3,5,0,False
1075996,2,15,64d43928,15,0,False
1075996,2,16,9d430b40,21,0,False
1075996,2,17,1bf9a8ef,26,0,False
1075996,2,18,64d43928,16,1,False
1075997,1,0,a8e3170f,4,0,False
1075997,1,1,68ddabdb,3,0,False
1075997,1,2,a8e3170f,10,0,False
1075997,1,3,1c790f4f,4,1,False
1075997,1,4,a8e3170f,7,1,False
1075997,1,5,1c790f4f,10,0,False
1075997,1,6,9de62878,7,1,False
1075997,1,7,68ddabdb,1,1,False
1075997,1,8,9de62878,15,0,False
1075997,1,9,4329fbb5,4,0,False
1075997,1,10,c6a1b1bb,2,1,False
1075997,1,11,9de62878,3,0,False
1075997,1,12,c6a1b1bb,7,0,False
1075997,1,13,9de62878,1,1,False
1075997,1,14,a8e3170f,10,0,False
1075997,1,15,68ddabdb,20,0,False
1075997,1,16,1c790f4f,3,1,False
1075997,1,17,4329fbb5,21,0,False
1075997,1,18,1c790f4f,2,0,False
1075997,1,19,68ddabdb,2,2,False
1075997,2,0,2911de16,2,0,False
1075997,2,1,086f5984,11,1,False
1075997,2,2,2911de16,2,1,False
1075997,2,3,7dc35884,3,0,False
1075997,2,4,2911de16,3,0,False
1075997,2,5,b3118300,2,0,False
1075997,2,6,7dc35884,9,0,False
1075997,2,7,0dc00542,9,0,False
1075997,2,8,b3118300,4,1,False
1075997,2,9,0dc00542,3,0,False
1075997,2,10,086f5984,14,0,False
1075997,2,11,0dc00542,9,0,False
1075997,2,12,7dc35884,3,1,False
1075997,2,13,0dc00542,5,0,False
1075997,2,14,7dc35884,9,0,False
1075997,2,15,b3118300,11,0,False
1075997,2,16,086f5984,18,0,False
1075997,2,17,b3118300,4,0,False
1075997,2,18,2911de16,10,0,False
1075997,2,19,086f5984,6,0,False
1075998,1,0,2911de16,8,0,False
1075998,1,1,b3118300,11,0,False
1075998,1,2,2911de16,8,0,False
1075998,1,3,7dc35884,9,0,False
1075998,1,4,195fb6db,9,0,False
1075998,1,5,b3118300,2,0,False
