match_id,team,player_hash,player_name
1075991,Lahore Qalandars,1777c020,Fakhar Zaman
1075991,Lahore Qalandars,fd2bf2a0,Umar Akmal
1075991,Lahore Qalandars,c03449e0,GD Elliott
1075991,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1075991,Lahore Qalandars,9d430b40,SP Narine
1075991,Lahore Qalandars,64d43928,Sohail Tanvir
1075991,Lahore Qalandars,7662cf7a,Bilawal Bhatti
1075991,Lahore Qalandars,f2800ef3,Yasir Shah
1075991,Lahore Qalandars,1bf9a8ef,Mohammad Irfan (4)
1075991,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1075991,Peshawar Zalmi,ad9c32a2,DJ Malan
1075991,Peshawar Zalmi,ff077124,Kamran Akmal
1075991,Peshawar Zalmi,d2a6c0e6,EJG Morgan
1075991,Peshawar Zalmi,0dc00542,Shahid Afridi
1075991,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1075991,Peshawar Zalmi,c03c6200,DJG Sammy
1075991,Peshawar Zalmi,ffe699c0,CJ Jordan
1075991,Peshawar Zalmi,b3118300,Wahab Riaz
1075991,Peshawar Zalmi,574665e2,Mohammad Asghar
1075991,Peshawar Zalmi,2911de16,Hasan Ali
1075992,Islamabad United,35205dfc,DR Smith
1075992,Islamabad United,c16d4035,SW Billings
1075992,Islamabad United,b0c772ee,BJ Haddin
1075992,Islamabad United,7eae4418,Misbah-ul-Haq
1075992,Islamabad United,4329fbb5,SR Watson
1075992,Islamabad United,0a4736eb,Asif Ali
1075992,Islamabad United,9de62878,Shadab Khan
1075992,Islamabad United,68ddabdb,Mohammad Sami
1075992,Islamabad United,a8e3170f,Mohammad Irfan
1075992,Islamabad United,1c790f4f,Rumman Raees
1075992,Islamabad United,a3a1c7ef,Zohaib Khan
1075992,Quetta Gladiators,50250426,Asad Shafiq
1075992,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1075992,Quetta Gladiators,39f01cdb,KP Pietersen
1075992,Quetta Gladiators,cad00a4d,RR Rossouw
1075992,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1075992,Quetta Gladiators,bf1d7d3e,Mahmudullah
1075992,Quetta Gladiators,0f12f9df,NLTC Perera
1075992,Quetta Gladiators,486065b3,Hassan Khan
1075992,Quetta Gladiators,eb2d5fe7,Anwar Ali
1075992,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1075992,Quetta Gladiators,16dfcc19,Umar Gul
1075993,Karachi Kings,8a75e999,Babar Azam
1075993,Karachi Kings,db584dad,CH Gayle
1075993,Karachi Kings,6b71e6cf,KC Sangakkara
1075993,Karachi Kings,64c34cd0,Shoaib Malik
1075993,Karachi Kings,a757b0d8,KA Pollard
1075993,Karachi Kings,7ca5e05d,RS Bopara
1075993,Karachi Kings,9cb8d7a6,Imad Wasim
1075993,Karachi Kings,5af743d0,Sohail Khan
1075993,Karachi Kings,e174dadd,Mohammad Amir
1075993,Karachi Kings,6dd8b88c,Usama Mir
1075993,Karachi Kings,f0e722e0,Usman Shinwari
1075993,Lahore Qalandars,d1c36f5c,JJ Roy
1075993,Lahore Qalandars,b8a55852,BB McCullum
1075993,Lahore Qalandars,1777c020,Fakhar Zaman
1075993,Lahore Qalandars,fd2bf2a0,Umar Akmal
1075993,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1075993,Lahore Qalandars,c03449e0,GD Elliott
1075993,Lahore Qalandars,9d430b40,SP Narine
1075993,Lahore Qalandars,64d43928,Sohail Tanvir
1075993,Lahore Qalandars,1bf9a8ef,Mohammad Irfan (4)
1075993,Lahore Qalandars,f2800ef3,Yasir Shah
1075993,Lahore Qalandars,7662cf7a,Bilawal Bhatti
1075994,Peshawar Zalmi,3b041a12,Tamim Iqbal
1075994,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1075994,Peshawar Zalmi,ff077124,Kamran Akmal
1075994,Peshawar Zalmi,d2a6c0e6,EJG Morgan
1075994,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1075994,Peshawar Zalmi,7dc35884,Shakib Al Hasan
1075994,Peshawar Zalmi,0dc00542,Shahid Afridi
1075994,Peshawar Zalmi,c03c6200,DJG Sammy
1075994,Peshawar Zalmi,b3118300,Wahab Riaz
1075994,Peshawar Zalmi,2911de16,Hasan Ali
1075994,Peshawar Zalmi,086f5984,Junaid Khan
1075994,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1075994,Quetta Gladiators,0f12f9df,NLTC Perera
1075994,Quetta Gladiators,39f01cdb,KP Pietersen
1075994,Quetta Gladiators,cad00a4d,RR Rossouw
1075994,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1075994,Quetta Gladiators,bf1d7d3e,Mahmudullah
1075994,Quetta Gladiators,50250426,Asad Shafiq
1075994,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1075994,Quetta Gladiators,eb2d5fe7,Anwar Ali
1075994,Quetta Gladiators,486065b3,Hassan Khan
1075994,Quetta Gladiators,3a0f6df2,Zulfiqar Babar
1075995,Islamabad United,35205dfc,DR Smith
1075995,Islamabad United,c16d4035,SW Billings
1075995,Islamabad United,b0c772ee,BJ Haddin
1075995,Islamabad United,7eae4418,Misbah-ul-Haq
1075995,Islamabad United,4329fbb5,SR Watson
1075995,Islamabad United,b8eddbdb,Imran Khalid
1075995,Islamabad United,0a4736eb,Asif Ali
1075995,Islamabad United,68ddabdb,Mohammad Sami
1075995,Islamabad United,9de62878,Shadab Khan
1075995,Islamabad United,05d74535,Saeed Ajmal
1075995,Islamabad United,a8e3170f,Mohammad Irfan
1075995,Karachi Kings,db584dad,CH Gayle
1075995,Karachi Kings,8a75e999,Babar Azam
1075995,Karachi Kings,6b71e6cf,KC Sangakkara
1075995,Karachi Kings,64c34cd0,Shoaib Malik
1075995,Karachi Kings,7ca5e05d,RS Bopara
1075995,Karachi Kings,9cb8d7a6,Imad Wasim
1075995,Karachi Kings,a757b0d8,KA Pollard
1075995,Karachi Kings,e93f608d,Kashif Bhatti
1075995,Karachi Kings,e174dadd,Mohammad Amir
1075995,Karachi Kings,6dd8b88c,Usama Mir
1075995,Karachi Kings,f0e722e0,Usman Shinwari
1075996,Lahore Qalandars,d1c36f5c,JJ Roy
1075996,Lahore Qalandars,1777c020,Fakhar Zaman
1075996,Lahore Qalandars,fd2bf2a0,Umar Akmal
1075996,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1075996,Lahore Qalandars,afa78c3a,CS Delport
1075996,Lahore Qalandars,b8a55852,BB McCullum
1075996,Lahore Qalandars,9d430b40,SP Narine
1075996,Lahore Qalandars,64d43928,Sohail Tanvir
1075996,Lahore Qalandars,7662cf7a,Bilawal Bhatti
1075996,Lahore Qalandars,1bf9a8ef,Mohammad Irfan (4)
1075996,Lahore Qalandars,f2800ef3,Yasir Shah
1075996,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1075996,Quetta Gladiators,3fbb43a9,Saad Nasim
1075996,Quetta Gladiators,39f01cdb,KP Pietersen
1075996,Quetta Gladiators,cad00a4d,RR Rossouw
1075996,Quetta Gladiators,0f12f9df,NLTC Perera
1075996,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1075996,Quetta Gladiators,eb2d5fe7,Anwar Ali
1075996,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1075996,Quetta Gladiators,bf1d7d3e,Mahmudullah
1075996,Quetta Gladiators,486065b3,Hassan Khan
1075996,Quetta Gladiators,3a0f6df2,Zulfiqar Babar
1075997,Islamabad United,35205dfc,DR Smith
1075997,Islamabad United,9211d267,Rafatullah Mohmand
1075997,Islamabad United,b0c772ee,BJ Haddin
1075997,Islamabad United,c16d4035,SW Billings
1075997,Islamabad United,7eae4418,Misbah-ul-Haq
1075997,Islamabad United,4329fbb5,SR Watson
1075997,Islamabad United,c6a1b1bb,Amad Butt
1075997,Islamabad United,9de62878,Shadab Khan
1075997,Islamabad United,68ddabdb,Mohammad Sami
1075997,Islamabad United,a8e3170f,Mohammad Irfan
1075997,Islamabad United,1c790f4f,Rumman Raees
1075997,Peshawar Zalmi,3b041a12,Tamim Iqbal
1075997,Peshawar Zalmi,ff077124,Kamran Akmal
1075997,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1075997,Peshawar Zalmi,d2a6c0e6,EJG Morgan
1075997,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1075997,Peshawar Zalmi,7dc35884,Shakib Al Hasan
1075997,Peshawar Zalmi,c03c6200,DJG Sammy
1075997,Peshawar Zalmi,0dc00542,Shahid Afridi
1075997,Peshawar Zalmi,b3118300,Wahab Riaz
1075997,Peshawar Zalmi,2911de16,Hasan Ali
1075997,Peshawar Zalmi,086f5984,Junaid Khan
1075998,Karachi Kings,8a75e999,Babar Azam
1075998,Karachi Kings,6b71e6cf,KC Sangakkara
1075998,Karachi Kings,db584dad,CH Gayle
1075998,Karachi Kings,64c34cd0,Shoaib Malik
1075998,Karachi Kings,7ca5e05d,RS Bopara
1075998,Karachi Kings,a757b0d8,KA Pollard
1075998,Karachi Kings,9cb8d7a6,Imad Wasim
1075998,Karachi Kings,5af743d0,Sohail Khan
1075998,Karachi Kings,e174dadd,Mohammad Amir
1075998,Karachi Kings,6dd8b88c,Usama Mir
1075998,Karachi Kings,f0e722e0,Usman Shinwari
1075998,Peshawar Zalmi,3b041a12,Tamim Iqbal
1075998,Peshawar Zalmi,ff077124,Kamran Akmal
1075998,Peshawar Zalmi,29e253dd,Iftikhar Ahmed
1075998,Peshawar Zalmi,d2a6c0e6,EJG Morgan
1075998,Peshawar Zalmi,7dc35884,Shakib Al Hasan
1075998,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1075998,Peshawar Zalmi,c03c6200,DJG Sammy
1075998,Peshawar Zalmi,0dc00542,Shahid Afridi
1075998,Peshawar Zalmi,b3118300,Wahab Riaz
1075998,Peshawar Zalmi,2911de16,Hasan Ali
1075998,Peshawar Zalmi,195fb6db,Imran Khan (1)
1075999,Islamabad United,35205dfc,DR Smith
1075999,Islamabad United,9211d267,Rafatullah Mohmand
1075999,Islamabad United,b0c772ee,BJ Haddin
1075999,Islamabad United,5f26f677,BM Duckett
1075999,Islamabad United,7eae4418,Misbah-ul-Haq
1075999,Islamabad United,4329fbb5,SR Watson
1075999,Islamabad United,9de62878,Shadab Khan
1075999,Islamabad United,c6a1b1bb,Amad Butt
1075999,Islamabad United,68ddabdb,Mohammad Sami
1075999,Islamabad United,a8e3170f,Mohammad Irfan
1075999,Islamabad United,1c790f4f,Rumman Raees
1075999,Lahore Qalandars,afa78c3a,CS Delport
1075999,Lahore Qalandars,b8a55852,BB McCullum
1075999,Lahore Qalandars,1777c020,Fakhar Zaman
1075999,Lahore Qalandars,fd2bf2a0,Umar Akmal
1075999,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1075999,Lahore Qalandars,1bf9a8ef,Mohammad Irfan (4)
1075999,Lahore Qalandars,c03449e0,GD Elliott
1075999,Lahore Qalandars,9d430b40,SP Narine
1075999,Lahore Qalandars,64d43928,Sohail Tanvir
1075999,Lahore Qalandars,907d6e58,Aamer Yamin
1075999,Lahore Qalandars,f2800ef3,Yasir Shah
1076000,Karachi Kings,8a75e999,Babar Azam
1076000,Karachi Kings,6b71e6cf,KC Sangakkara
1076000,Karachi Kings,db584dad,CH Gayle
1076000,Karachi Kings,64c34cd0,Shoaib Malik
1076000,Karachi Kings,a757b0d8,KA Pollard
1076000,Karachi Kings,7ca5e05d,RS Bopara
1076000,Karachi Kings,9cb8d7a6,Imad Wasim
1076000,Karachi Kings,5af743d0,Sohail Khan
1076000,Karachi Kings,e174dadd,Mohammad Amir
1076000,Karachi Kings,6dd8b88c,Usama Mir
1076000,Karachi Kings,f0e722e0,Usman Shinwari
1076000,Quetta Gladiators,50250426,Asad Shafiq
1076000,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1076000,Quetta Gladiators,39f01cdb,KP Pietersen
1076000,Quetta Gladiators,cad00a4d,RR Rossouw
1076000,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1076000,Quetta Gladiators,bf1d7d3e,Mahmudullah
1076000,Quetta Gladiators,eb2d5fe7,Anwar Ali
1076000,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1076000,Quetta Gladiators,486065b3,Hassan Khan
1076000,Quetta Gladiators,cb1a782a,Mir Hamza
1076000,Quetta Gladiators,245c97cb,TS Mills
1076001,Lahore Qalandars,afa78c3a,CS Delport
1076001,Lahore Qalandars,b8a55852,BB McCullum
1076001,Lahore Qalandars,1777c020,Fakhar Zaman
1076001,Lahore Qalandars,fd2bf2a0,Umar Akmal
1076001,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1076001,Lahore Qalandars,c03449e0,GD Elliott
1076001,Lahore Qalandars,9d430b40,SP Narine
1076001,Lahore Qalandars,907d6e58,Aamer Yamin
1076001,Lahore Qalandars,64d43928,Sohail Tanvir
1076001,Lahore Qalandars,f2800ef3,Yasir Shah
1076001,Lahore Qalandars,667f678b,Ghulam Mudassar
1076001,Peshawar Zalmi,3b041a12,Tamim Iqbal
1076001,Peshawar Zalmi,ff077124,Kamran Akmal
1076001,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1076001,Peshawar Zalmi,f846de6a,MN Samuels
1076001,Peshawar Zalmi,7dc35884,Shakib Al Hasan
1076001,Peshawar Zalmi,0dc00542,Shahid Afridi
1076001,Peshawar Zalmi,c03c6200,DJG Sammy
1076001,Peshawar Zalmi,b3118300,Wahab Riaz
1076001,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1076001,Peshawar Zalmi,2911de16,Hasan Ali
1076001,Peshawar Zalmi,574665e2,Mohammad Asghar
1076002,Islamabad United,35205dfc,DR Smith
1076002,Islamabad United,9211d267,Rafatullah Mohmand
1076002,Islamabad United,bb4b445b,Hussain Talat
1076002,Islamabad United,7eae4418,Misbah-ul-Haq
1076002,Islamabad United,b0c772ee,BJ Haddin
1076002,Islamabad United,4329fbb5,SR Watson
1076002,Islamabad United,9de62878,Shadab Khan
1076002,Islamabad United,68ddabdb,Mohammad Sami
1076002,Islamabad United,a8e3170f,Mohammad Irfan
1076002,Islamabad United,1c790f4f,Rumman Raees
1076002,Islamabad United,76388dc8,S Badree
1076002,Quetta Gladiators,50250426,Asad Shafiq
1076002,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1076002,Quetta Gladiators,39f01cdb,KP Pietersen
1076002,Quetta Gladiators,cad00a4d,RR Rossouw
1076002,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1076002,Quetta Gladiators,eb2d5fe7,Anwar Ali
1076002,Quetta Gladiators,0f12f9df,NLTC Perera
1076002,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1076002,Quetta Gladiators,486065b3,Hassan Khan
1076002,Quetta Gladiators,bf1d7d3e,Mahmudullah
1076002,Quetta Gladiators,3a0f6df2,Zulfiqar Babar
1076003,Karachi Kings,8a75e999,Babar Azam
1076003,Karachi Kings,d18f9182,DPMD Jayawardene
1076003,Karachi Kings,6b71e6cf,KC Sangakkara
1076003,Karachi Kings,64c34cd0,Shoaib Malik
1076003,Karachi Kings,7ca5e05d,RS Bopara
1076003,Karachi Kings,9cb8d7a6,Imad Wasim
1076003,Karachi Kings,a757b0d8,KA Pollard
1076003,Karachi Kings,5af743d0,Sohail Khan
1076003,Karachi Kings,e174dadd,Mohammad Amir
1076003,Karachi Kings,6dd8b88c,Usama Mir
1076003,Karachi Kings,f0e722e0,Usman Shinwari
1076003,Lahore Qalandars,afa78c3a,CS Delport
1076003,Lahore Qalandars,b8a55852,BB McCullum
1076003,Lahore Qalandars,1777c020,Fakhar Zaman
1076003,Lahore Qalandars,fd2bf2a0,Umar Akmal
1076003,Lahore Qalandars,9d430b40,SP Narine
1076003,Lahore Qalandars,c03449e0,GD Elliott
1076003,Lahore Qalandars,2f26ac1a,Mohammad Rizwan
1076003,Lahore Qalandars,64d43928,Sohail Tanvir
1076003,Lahore Qalandars,907d6e58,Aamer Yamin
1076003,Lahore Qalandars,f2800ef3,Yasir Shah
1076003,Lahore Qalandars,1bf9a8ef,Mohammad Irfan (4)
1076004,Peshawar Zalmi,3b041a12,Tamim Iqbal
1076004,Peshawar Zalmi,ff077124,Kamran Akmal
1076004,Peshawar Zalmi,f846de6a,MN Samuels
1076004,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1076004,Peshawar Zalmi,7dc35884,Shakib Al Hasan
1076004,Peshawar Zalmi,b98b5e1c,Sohaib Maqsood
1076004,Peshawar Zalmi,c03c6200,DJG Sammy
1076004,Peshawar Zalmi,0dc00542,Shahid Afridi
1076004,Peshawar Zalmi,b3118300,Wahab Riaz
1076004,Peshawar Zalmi,2911de16,Hasan Ali
1076004,Peshawar Zalmi,574665e2,Mohammad Asghar
1076004,Quetta Gladiators,50250426,Asad Shafiq
1076004,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1076004,Quetta Gladiators,39f01cdb,KP Pietersen
1076004,Quetta Gladiators,cad00a4d,RR Rossouw
1076004,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1076004,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1076004,Quetta Gladiators,bf1d7d3e,Mahmudullah
1076004,Quetta Gladiators,486065b3,Hassan Khan
1076004,Quetta Gladiators,3a0f6df2,Zulfiqar Babar
1076004,Quetta Gladiators,16dfcc19,Umar Gul
1076004,Quetta Gladiators,245c97cb,TS Mills
1076005,Islamabad United,35205dfc,DR Smith
1076005,Islamabad United,5f26f677,BM Duckett
1076005,Islamabad United,bb4b445b,Hussain Talat
1076005,Islamabad United,4329fbb5,SR Watson
1076005,Islamabad United,b0c772ee,BJ Haddin
1076005,Islamabad United,9de62878,Shadab Khan
1076005,Islamabad United,7eae4418,Misbah-ul-Haq
1076005,Islamabad United,68ddabdb,Mohammad Sami
1076005,Islamabad United,a8e3170f,Mohammad Irfan
1076005,Islamabad United,1c790f4f,Rumman Raees
1076005,Islamabad United,05d74535,Saeed Ajmal
1076005,Karachi Kings,8a75e999,Babar Azam
1076005,Karachi Kings,db584dad,CH Gayle
1076005,Karachi Kings,6b71e6cf,KC Sangakkara
1076005,Karachi Kings,64c34cd0,Shoaib Malik
1076005,Karachi Kings,a757b0d8,KA Pollard
1076005,Karachi Kings,7ca5e05d,RS Bopara
1076005,Karachi Kings,9cb8d7a6,Imad Wasim
1076005,Karachi Kings,5af743d0,Sohail Khan
1076005,Karachi Kings,e174dadd,Mohammad Amir
1076005,Karachi Kings,6dd8b88c,Usama Mir
1076005,Karachi Kings,f0e722e0,Usman Shinwari
1076006,Quetta Gladiators,f8fd6e3f,Ahmed Shehzad
1076006,Quetta Gladiators,cca50cd6,LJ Wright
1076006,Quetta Gladiators,39f01cdb,KP Pietersen
1076006,Quetta Gladiators,cad00a4d,RR Rossouw
1076006,Quetta Gladiators,2254ab79,Sarfraz Ahmed
1076006,Quetta Gladiators,eb2d5fe7,Anwar Ali
1076006,Quetta Gladiators,3fbb43a9,Saad Nasim
1076006,Quetta Gladiators,3086f7a4,Mohammad Nawaz (3)
1076006,Quetta Gladiators,486065b3,Hassan Khan
1076006,Quetta Gladiators,3a0f6df2,Zulfiqar Babar
1076006,Quetta Gladiators,245c97cb,TS Mills
1076006,Peshawar Zalmi,ff077124,Kamran Akmal
1076006,Peshawar Zalmi,ad9c32a2,DJ Malan
1076006,Peshawar Zalmi,f846de6a,MN Samuels
1076006,Peshawar Zalmi,9ab63e7b,Mohammad Hafeez
1076006,Peshawar Zalmi,0dc00542,Shahid Afridi
1076006,Peshawar Zalmi,7cd0a092,Haris Sohail
1076006,Peshawar Zalmi,c03c6200,DJG Sammy
1076006,Peshawar Zalmi,ffe699c0,CJ Jordan
1076006,Peshawar Zalmi,b3118300,Wahab Riaz
1076006,Peshawar Zalmi,2911de16,Hasan Ali
1076006,Peshawar Zalmi,574665e2,Mohammad Asghar
1076007,Karachi Kings,8a75e999,Babar Azam
1076007,Karachi Kings,db584dad,CH Gayle
1076007,Karachi Kings,6b71e6cf,KC Sangakkara
1076007,Karachi Kings,64c34cd0,Shoaib Malik
1076007,Karachi Kings,7ca5e05d,RS Bopara
1076007,Karachi Kings,a757b0d8,KA Pollard
1076007,Karachi Kings,9cb8d7a6,Imad Wasim
1076007,Karachi Kings,5af743d0,Sohail Khan
1076007,Karachi Kings,e174dadd,Mohammad Amir
1076007,Karachi Kings,6dd8b88c,Usama Mir
1076007,Karachi Kings,f0e722e0,Usman Shinwari
1076007,Islamabad United,35205dfc,DR Smith
1076007,Islamabad United,0a4736eb,Asif Ali
1076007,Islamabad United,b0c772ee,BJ Haddin
1076007,Islamabad United,7eae4418,Misbah-ul-Haq
1076007,Islamabad United,4329fbb5,SR Watson
1076007,Islamabad United,9de62878,Shadab Khan
1076007,Islamabad United,3241e3fd,N Pooran
1076007,Islamabad United,c6a1b1bb,Amad Butt
1076007,Islamabad United,68ddabdb,Mohammad Sami
1076007,Islamabad United,1c790f4f,Rumman Raees
1076007,Islamabad United,a8e3170f,Mohammad Irfan
1076008,Peshawar Zalmi,ff077124,Kamran Akmal
1076008,Peshawar Zalmi,ad9c32a2,DJ Malan
1076008,Peshawar Zalmi,f846de6a,MN Samuels
1076008,Peshawar Zalmi,0dc00542,Shahid Afridi
