match_id,innings_number,player_hash,batting_position
1168821,1,c995d726,3
1168821,1,9cb8d7a6,4
1168821,1,26d041c4,5
1168821,1,7ca5e05d,6
1168821,1,2f26ac1a,7
1168821,1,5af743d0,8
1168821,2,6843a783,1
1168821,2,85dcb721,2
1168821,2,1c513d54,3
1168821,2,64c34cd0,4
1168821,2,bbd41817,5
1168821,2,0dc00542,6
1168821,2,57bd3ecc,7
1168821,2,19b9f399,8
1168821,2,bbfa0b42,9
1168821,2,086f5984,10
1168821,2,a8e3170f,11
1168822,1,ff077124,1
1168822,1,1bae756b,2
1168822,1,b98b5e1c,3
1168822,1,7eae4418,4
1168822,1,a757b0d8,5
1168822,1,4a461c24,6
1168822,2,f8fd6e3f,1
1168822,2,4329fbb5,2
1168822,2,cad00a4d,3
1168822,2,fd2bf2a0,4
1168822,2,2254ab79,5
1168822,2,35205dfc,6
1168823,1,0fa5042b,1
1168823,1,3031bf83,2
1168823,1,afa78c3a,3
1168823,1,bb4b445b,4
1168823,1,3d284ca3,5
1168823,1,9de62878,6
1168823,1,0a4736eb,7
1168823,1,18fac429,8
1168823,1,bd4ea627,9
1168823,2,6843a783,1
1168823,2,09a9d073,2
1168823,2,1c513d54,3
1168823,2,64c34cd0,4
1168823,2,57bd3ecc,5
1168823,2,bbd41817,6
1168823,2,0dc00542,7
1168824,1,1777c020,1
1168824,1,1ff2f550,2
1168824,1,ed90abe4,3
1168824,1,c4487b84,4
1168824,1,9ab63e7b,5
1168824,1,53597be1,6
1168824,1,a316d663,7
1168824,1,f2800ef3,8
1168824,2,50c6bc2b,1
1168824,2,8a75e999,2
1168824,2,2f26ac1a,3
1168824,2,c995d726,4
1168824,2,7ca5e05d,5
1168824,2,9cb8d7a6,6
1168824,2,26d041c4,7
1168824,2,5af743d0,8
1168824,2,e174dadd,9
1168824,2,db3643f3,10
1168824,2,f0e722e0,11
1168825,1,0fa5042b,1
1168825,1,3031bf83,2
1168825,1,9de62878,3
1168825,1,afa78c3a,4
1168825,1,bb4b445b,5
1168825,1,0a4736eb,6
1168825,1,bd4ea627,7
1168825,1,3a60e0b5,8
1168825,1,18fac429,9
1168825,1,68ddabdb,10
1168825,2,4329fbb5,1
1168825,2,f8fd6e3f,2
1168825,2,cad00a4d,3
1168825,2,fd2bf2a0,4
1168825,2,2254ab79,5
1168826,1,1777c020,1
1168826,1,1ff2f550,2
1168826,1,ed90abe4,3
1168826,1,c4487b84,4
1168826,1,53597be1,5
1168826,1,89c16049,6
1168826,1,a316d663,7
1168826,1,486065b3,8
1168826,1,45a7e761,9
1168826,1,24bb1c2f,10
1168826,1,a63775d6,11
1168826,2,ff077124,1
1168826,2,40c041ea,2
1168826,2,3029e282,3
1168826,2,86e0f3f0,4
1168826,2,a757b0d8,5
1168827,1,6843a783,1
1168827,1,a15618fe,2
1168827,1,1c513d54,3
1168827,1,64c34cd0,4
1168827,1,2a2e6343,5
1168827,1,bbd41817,6
1168827,1,0dc00542,7
1168827,1,21d6eb6a,8
1168827,1,54c58a5e,9
1168827,1,7873a628,10
1168827,2,4329fbb5,1
1168827,2,dc2abe5e,2
1168827,2,cad00a4d,3
1168827,2,fd2bf2a0,4
1168828,1,ff077124,1
1168828,1,40c041ea,2
1168828,1,3029e282,3
1168828,1,86e0f3f0,4
1168828,1,a757b0d8,5
1168828,1,4a461c24,6
1168828,1,c03c6200,7
1168828,1,b3118300,8
1168828,1,2911de16,9
1168828,1,f69f1d8a,10
1168828,2,50c6bc2b,1
1168828,2,8a75e999,2
1168828,2,272d796e,3
1168828,2,c995d726,4
1168828,2,26d041c4,5
1168828,2,9cb8d7a6,6
1168828,2,2f26ac1a,7
1168828,2,907d6e58,8
1168828,2,e174dadd,9
1168828,2,db3643f3,10
1168828,2,f0e722e0,11
1168829,1,8efab8ed,1
1168829,1,a15618fe,2
1168829,1,64c34cd0,3
1168829,1,bbd41817,4
1168829,1,1c513d54,5
1168829,1,2a2e6343,6
1168829,1,57bd3ecc,7
1168829,1,32885b08,8
1168829,2,1777c020,1
1168829,2,1ff2f550,2
1168829,2,4d6d6280,3
1168829,2,c4487b84,4
1168829,2,89c16049,5
1168829,2,53597be1,6
1168829,2,aa8d28ae,7
1168830,1,0fa5042b,1
1168830,1,1aba45cd,2
1168830,1,33155d1b,3
1168830,1,bb4b445b,4
1168830,1,afa78c3a,5
1168830,1,0a4736eb,6
1168830,1,bd4ea627,7
1168830,1,9de62878,8
1168830,1,18fac429,9
1168830,1,68ddabdb,10
1168830,1,9b8a3c39,11
1168830,2,ff077124,1
1168830,2,40c041ea,2
1168830,2,ad9c32a2,3
1168830,2,3029e282,4
1168830,2,4a461c24,5
1168830,2,a757b0d8,6
1168830,2,c03c6200,7
1168830,2,b3118300,8
1168830,2,2911de16,9
1168830,2,f69f1d8a,10
1168830,2,3be224b0,11
1168831,1,1777c020,1
1168831,1,1ff2f550,2
1168831,1,4d6d6280,3
1168831,1,c4487b84,4
1168831,1,8abdf100,5
1168831,1,aa8d28ae,6
1168831,1,86b6e495,7
1168831,1,f2800ef3,8
1168831,1,b410bd3d,9
1168831,2,4329fbb5,1
1168831,2,dc2abe5e,2
1168831,2,cad00a4d,3
1168831,2,fd2bf2a0,4
1168831,2,2254ab79,5
1168831,2,35205dfc,6
1168831,2,3086f7a4,7
1168831,2,eb2d5fe7,8
1168831,2,64d43928,9
1168832,1,8a75e999,1
1168832,1,af2c687b,2
1168832,1,5c88fab9,3
1168832,1,c995d726,4
1168832,1,50c6bc2b,5
1168832,1,272d796e,6
1168832,1,9cb8d7a6,7
1168832,1,907d6e58,8
1168832,2,0fa5042b,1
1168832,2,afa78c3a,2
1168832,2,1aba45cd,3
1168832,2,bb4b445b,4
1168832,2,18fac429,5
1168833,1,8efab8ed,1
1168833,1,a15618fe,2
1168833,1,09a9d073,3
1168833,1,64c34cd0,4
1168833,1,2a2e6343,5
1168833,1,0dc00542,6
1168833,1,57bd3ecc,7
1168833,1,19b9f399,8
1168833,1,bbfa0b42,9
1168833,1,086f5984,10
1168833,1,a8e3170f,11
1168833,2,40c041ea,1
1168833,2,ff077124,2
1168833,2,ad9c32a2,3
1168833,2,4a461c24,4
1168833,2,a757b0d8,5
1168833,2,c03c6200,6
1168833,2,b3118300,7
1168834,1,4329fbb5,1
1168834,1,dc2abe5e,2
1168834,1,cad00a4d,3
1168834,1,fd2bf2a0,4
1168834,1,35205dfc,5
1168834,1,eb2d5fe7,6
1168834,1,3086f7a4,7
1168834,2,8a75e999,1
1168834,2,af2c687b,2
1168834,2,5c88fab9,3
1168834,2,c995d726,4
1168834,2,50c6bc2b,5
1168834,2,272d796e,6
1168835,1,0fa5042b,1
1168835,1,afa78c3a,2
1168835,1,1aba45cd,3
1168835,1,18fac429,4
1168835,1,bb4b445b,5
1168835,1,3a60e0b5,6
1168835,1,0a4736eb,7
1168835,1,9de62878,8
1168835,1,bd4ea627,9
1168835,1,1c790f4f,10
1168835,1,9b8a3c39,11
1168835,2,8efab8ed,1
1168835,2,a15618fe,2
1168835,2,09a9d073,3
1168835,2,64c34cd0,4
1168835,2,1c513d54,5
1168835,2,2a2e6343,6
1168836,1,4329fbb5,1
1168836,1,dc2abe5e,2
1168836,1,cad00a4d,3
1168836,1,fd2bf2a0,4
1168836,1,a4799701,5
1168836,1,2254ab79,6
1168836,1,3086f7a4,7
1168836,1,64d43928,8
1168836,1,22ae3041,9
1168836,1,8596fe80,10
1168836,1,e412cb64,11
1168836,2,1777c020,1
1168836,2,86b6e495,2
1168836,2,7cd0a092,3
1168836,2,c4487b84,4
1168837,1,8a75e999,1
1168837,1,af2c687b,2
1168837,1,50c6bc2b,3
1168837,1,c995d726,4
1168837,1,272d796e,5
1168837,1,9cb8d7a6,6
1168837,1,907d6e58,7
1168837,1,29e253dd,8
1168837,1,e174dadd,9
1168837,2,0fa5042b,1
1168837,2,afa78c3a,2
1168837,2,3d284ca3,3
1168837,2,bb4b445b,4
1168837,2,0a4736eb,5
1168837,2,9de62878,6
1168837,2,bd4ea627,7
1168838,1,8efab8ed,1
1168838,1,a15618fe,2
1168838,1,09a9d073,3
1168838,1,64c34cd0,4
1168838,1,2a2e6343,5
1168838,1,0dc00542,6
1168838,1,85dcb721,7
1168838,2,40c041ea,1
1168838,2,1bae756b,2
1168838,2,ff077124,3
1168838,2,3029e282,4
1168838,2,a757b0d8,5
1168839,1,1777c020,1
1168839,1,86b6e495,2
1168839,1,7cd0a092,3
1168839,1,c4487b84,4
1168839,1,8abdf100,5
1168839,1,1ff2f550,6
1168839,1,aa8d28ae,7
1168839,2,8a75e999,1
1168839,2,af2c687b,2
1168839,2,50c6bc2b,3
1168839,2,c995d726,4
1168839,2,29e253dd,5
1168839,2,2f26ac1a,6
1168839,2,9cb8d7a6,7
1168840,1,0fa5042b,1
1168840,1,afa78c3a,2
1168840,1,3d284ca3,3
1168840,1,bbff906c,4
1168840,1,0a4736eb,5
1168840,1,13dd482e,6
1168840,1,bd4ea627,7
1168840,1,9de62878,8
1168840,1,9fd3a210,9
1168840,1,68ddabdb,10
1168840,1,1c790f4f,11
1168840,2,ff077124,1
1168840,2,1bae756b,2
1168840,2,40c041ea,3
1168840,2,3029e282,4
1168840,2,4a461c24,5
1168840,2,a757b0d8,6
1168840,2,c03c6200,7
1168840,2,b3118300,8
1168841,1,8efab8ed,1
1168841,1,a15618fe,2
1168841,1,09a9d073,3
1168841,1,85dcb721,4
1168841,1,64c34cd0,5
1168841,1,2a2e6343,6
1168841,1,0dc00542,7
1168841,1,54c58a5e,8
1168841,1,bbfa0b42,9
1168841,1,a8e3170f,10
1168841,1,a089f93f,11
1168841,2,4329fbb5,1
1168841,2,dc2abe5e,2
1168841,2,f8fd6e3f,3
1168841,2,cad00a4d,4
1168841,2,fd2bf2a0,5
1168841,2,87e562a9,6
1168842,1,ff077124,1
1168842,1,1bae756b,2
1168842,1,40c041ea,3
1168842,1,a757b0d8,4
1168842,1,c03c6200,5
1168842,1,3029e282,6
1168842,2,4329fbb5,1
1168842,2,dc2abe5e,2
1168842,2,f8fd6e3f,3
1168842,2,cad00a4d,4
1168843,1,8efab8ed,1
1168843,1,a15618fe,2
1168843,1,09a9d073,3
1168843,1,64c34cd0,4
1168843,1,57bd3ecc,5
1168843,1,2a2e6343,6
1168843,1,19b9f399,7
1168843,1,32885b08,8
1168843,1,bbfa0b42,9
1168843,2,8a75e999,1
1168843,2,af2c687b,2
1168843,2,50c6bc2b,3
1168843,2,c995d726,4
1168843,2,29e253dd,5
1168843,2,2f26ac1a,6
1168843,2,9cb8d7a6,7
1168844,1,1777c020,1
1168844,1,ed90abe4,2
1168844,1,7cd0a092,3
1168844,1,4ec07775,4
1168844,1,1ff2f550,5
1168844,1,aa8b4568,6
1168844,1,aa8d28ae,7
1168844,1,45a7e761,8
1168844,1,b410bd3d,9
1168844,2,ff077124,1
1168844,2,40c041ea,2
1168844,2,3029e282,3
1168844,2,7eae4418,4
1168844,2,4a461c24,5
1168844,2,a757b0d8,6
1168844,2,c03c6200,7
1168844,2,b3118300,8
1168845,1,4329fbb5,1
1168845,1,f8fd6e3f,2
1168845,1,ee8f1a6d,3
1168845,1,cad00a4d,4
1168845,1,fd2bf2a0,5
1168845,1,87e562a9,6
1168845,1,2254ab79,7
1168845,1,3086f7a4,8
1168845,1,64d43928,9
1168845,1,22ae3041,10
1168845,1,8596fe80,11
1168845,2,0fa5042b,1
1168845,2,afa78c3a,2
1168845,2,3d284ca3,3
1168845,2,0a4736eb,4
1168845,2,18fac429,5
1168845,2,3031bf83,6
1168845,2,bd4ea627,7
1168845,2,9de62878,8
1168845,2,c6a1b1bb,9
1168845,2,9fd3a210,10
1168845,2,68ddabdb,11
1168846,1,ff077124,1
1168846,1,40c041ea,2
1168846,1,a757b0d8,3
1168846,1,4a461c24,4
1168846,1,c03c6200,5
1168846,1,b98b5e1c,6
1168846,1,b3118300,7
1168846,1,2911de16,8
1168846,2,8a75e999,1
1168846,2,af2c687b,2
1168846,2,50c6bc2b,3
1168846,2,c995d726,4
1168846,2,272d796e,5
1168846,2,29e253dd,6
1168846,2,9cb8d7a6,7
1168846,2,5af743d0,8
1168846,2,e174dadd,9
1168846,2,db3643f3,10
1168846,2,f0e722e0,11
1168847,1,0fa5042b,1
1168847,1,afa78c3a,2
1168847,1,3d284ca3,3
1168847,1,bbff906c,4
1168847,1,0a4736eb,5
1168847,2,1777c020,1
1168847,2,ed90abe4,2
1168847,2,90f47cf2,3
1168847,2,7cd0a092,4
1168847,2,1ff2f550,5
1168847,2,aa8d28ae,6
1168847,2,89c16049,7
1168847,2,45a7e761,8
1168847,2,24bb1c2f,9
1168847,2,b410bd3d,10
1168847,2,a63775d6,11
1168848,1,8a75e999,1
1168848,1,af2c687b,2
1168848,1,50c6bc2b,3
1168848,1,c995d726,4
1168848,1,272d796e,5
1168848,1,29e253dd,6
1168848,1,9cb8d7a6,7
1168848,2,4329fbb5,1
1168848,2,f8fd6e3f,2
1168848,2,cad00a4d,3
1168848,2,fd2bf2a0,4
1168848,2,87e562a9,5
1168848,2,eb2d5fe7,6
1168848,2,2254ab79,7
1168848,2,3086f7a4,8
1168848,2,64d43928,9
1168849,1,1777c020,1
1168849,1,90f47cf2,2
1168849,1,1ff2f550,3
1168849,1,7cd0a092,4
1168849,1,4cbf2e06,5
1168849,1,aa8d28ae,6
1168849,1,770494eb,7
1168849,1,486065b3,8
1168849,1,45a7e761,9
1168849,1,24bb1c2f,10
1168849,2,8efab8ed,1
1168849,2,a15618fe,2
1168849,2,6843a783,3
1168849,2,09a9d073,4
1168849,2,0dc00542,5
1168850,1,8a75e999,1
1168850,1,af2c687b,2
1168850,1,50c6bc2b,3
1168850,1,c995d726,4
1168850,1,272d796e,5
1168850,1,29e253dd,6
1168850,1,9cb8d7a6,7
1168850,1,907d6e58,8
1168850,1,e174dadd,9
1168850,1,db3643f3,10
1168850,1,f0e722e0,11
1168850,2,0fa5042b,1
1168850,2,afa78c3a,2
1168850,2,92aeac25,3
1168850,2,bbff906c,4
1168850,2,bb4b445b,5
1168850,2,0a4736eb,6
1168850,2,bd4ea627,7
1168850,2,9de62878,8
1168851,1,4329fbb5,1
1168851,1,f8fd6e3f,2
1168851,1,dc2abe5e,3
1168851,1,cad00a4d,4
1168851,1,fd2bf2a0,5
1168851,1,2254ab79,6
1168851,1,87e562a9,7
1168851,1,3086f7a4,8
1168851,2,ff077124,1
1168851,2,40c041ea,2
1168851,2,b98b5e1c,3
1168851,2,7eae4418,4
1168851,2,4a461c24,5
1168851,2,a757b0d8,6
1168851,2,c03c6200,7
1168851,2,b3118300,8
1168851,2,2911de16,9
1168852,1,ff077124,1
1168852,1,40c041ea,2
1168852,1,a757b0d8,3
1168852,1,b98b5e1c,4
1168852,1,c03c6200,5
1168852,1,b3118300,6
1168852,1,ffe699c0,7
1168852,2,0fa5042b,1
1168852,2,afa78c3a,2
1168852,2,92aeac25,3
1168852,2,bbff906c,4
1168852,2,0a4736eb,5
1168852,2,bb4b445b,6
1168852,2,bd4ea627,7
1168852,2,9de62878,8
1168852,2,68ddabdb,9
1168852,2,1c790f4f,10
1168852,2,9b8a3c39,11
1168853,1,ff077124,1
1168853,1,40c041ea,2
1168853,1,b98b5e1c,3
1168853,1,3029e282,4
1168853,1,bcc154fa,5
1168853,1,a757b0d8,6
1168853,1,c03c6200,7
1168853,1,b3118300,8
1168853,1,ffe699c0,9
1168853,2,4329fbb5,1
1168853,2,f8fd6e3f,2
1168853,2,dc2abe5e,3
1168853,2,cad00a4d,4
1211642,1,af2c687b,1
1211642,1,0fa5042b,2
1211642,1,ad9c32a2,3
1211642,1,bb4b445b,4
1211642,1,c995d726,5
1211642,1,0a4736eb,6
1211642,1,9de62878,7
1211642,1,bd4ea627,8
1211642,1,c6a1b1bb,9
1211642,1,9b8a3c39,10
1211642,1,99d7d5b7,11
1211642,2,d1c36f5c,1
1211642,2,4329fbb5,2
1211642,2,f8fd6e3f,3
1211642,2,2254ab79,4
1211642,2,ee8f1a6d,5
1211642,2,3086f7a4,6
1211642,2,2e11c706,7
1211642,2,5af743d0,8
1211642,2,494a0503,9
1211643,1,8a75e999,1
1211643,1,193ef196,2
1211643,1,afa78c3a,3
1211643,1,9cb8d7a6,4
1211643,1,bbff906c,5
1211643,1,29e253dd,6
1211643,2,25f7b7d6,1
1211643,2,ff077124,2
1211643,2,c13e34f4,3
1211643,2,64c34cd0,4
1211643,2,50c6bc2b,5
1211643,2,4a461c24,6
1211643,2,c03c6200,7
1211643,2,b3118300,8
1211644,1,1777c020,1
1211644,1,45eda7c8,2
1211644,1,272d796e,3
1211644,1,9ab63e7b,4
1211644,1,087210b1,5
1211644,1,1ff2f550,6
1211644,1,aa8d28ae,7
1211644,1,45a7e761,8
1211644,1,24bb1c2f,9
1211644,1,f0e722e0,10
1211644,2,6843a783,1
1211644,2,a15618fe,2
1211644,2,bb351c23,3
1211644,2,cad00a4d,4
1211644,2,4b345629,5
1211644,2,fce581b5,6
1211644,2,0dc00542,7
1211645,1,d1c36f5c,1
1211645,1,4329fbb5,2
1211645,1,f8fd6e3f,3
1211645,1,2254ab79,4
1211645,1,ee8f1a6d,5
1211645,1,3086f7a4,6
1211645,1,5af743d0,7
1211645,2,25f7b7d6,1
1211645,2,ff077124,2
1211645,2,c13e34f4,3
1211645,2,64c34cd0,4
1211645,2,50c6bc2b,5
1211645,2,4a461c24,6
1211646,1,6843a783,1
1211646,1,a15618fe,2
1211646,1,bb351c23,3
1211646,1,cad00a4d,4
1211646,1,4b345629,5
1211646,1,fce581b5,6
1211646,1,0dc00542,7
1211646,1,64d43928,8
1211646,1,bbfa0b42,9
1211646,1,acee4cc4,10
1211646,2,0fa5042b,1
1211646,2,af2c687b,2
1211646,2,ad9c32a2,3
1211646,2,c995d726,4
1211647,1,8a75e999,1
1211647,1,193ef196,2
1211647,1,92aeac25,3
1211647,1,afa78c3a,4
1211647,1,bbff906c,5
1211647,1,29e253dd,6
1211647,1,9cb8d7a6,7
1211647,1,ffe699c0,8
1211647,1,f69f1d8a,9
1211647,1,e174dadd,10
1211647,2,d1c36f5c,1
1211647,2,4329fbb5,2
1211647,2,f8fd6e3f,3
1211647,2,2254ab79,4
1211647,2,ee8f1a6d,5
1211647,2,3086f7a4,6
1211647,2,eb2d5fe7,7
1211648,1,1777c020,1
1211648,1,45eda7c8,2
1211648,1,9ab63e7b,3
1211648,1,1ff2f550,4
1211648,1,087210b1,5
1211648,1,18fac429,6
1211648,1,aa8d28ae,7
1211648,1,9e44e6fd,8
1211648,2,0fa5042b,1
1211648,2,af2c687b,2
1211648,2,ad9c32a2,3
1211648,2,9de62878,4
1211648,2,c995d726,5
1211648,2,0a4736eb,6
1211648,2,bb4b445b,7
1211648,2,bd4ea627,8
1211648,2,c6a1b1bb,9
1211648,2,fb23118c,10
1211648,2,9b8a3c39,11
1211649,1,25f7b7d6,1
1211649,1,ff077124,2
1211649,1,c13e34f4,3
1211649,1,64c34cd0,4
1211649,1,50c6bc2b,5
1211649,1,4a461c24,6
1211649,1,b3118300,7
1211649,1,c03c6200,8
1211649,1,2911de16,9
1211649,1,72f03be4,10
1211649,1,a63775d6,11
1211649,2,a15618fe,1
1211649,2,bb351c23,2
1211649,2,6843a783,3
1211649,2,cad00a4d,4
1211649,2,4b345629,5
1211649,2,fce581b5,6
1211650,1,0fa5042b,1
1211650,1,af2c687b,2
1211650,1,ad9c32a2,3
1211650,1,9de62878,4
1211650,1,c995d726,5
1211650,1,0a4736eb,6
1211650,1,bd4ea627,7
1211650,1,c6a1b1bb,8
1211650,1,fb23118c,9
1211650,2,d1c36f5c,1
1211650,2,4329fbb5,2
1211650,2,f8fd6e3f,3
1211650,2,ee8f1a6d,4
1211650,2,2254ab79,5
1211650,2,3086f7a4,6
1211650,2,2e11c706,7
1211651,1,bb351c23,1
1211651,1,4b345629,2
1211651,1,6843a783,3
1211651,1,cad00a4d,4
1211651,1,7ca5e05d,5
1211651,1,fce581b5,6
1211651,1,0dc00542,7
1211651,1,64d43928,8
1211651,2,193ef196,1
1211651,2,8a75e999,2
1211651,2,92aeac25,3
1211651,2,afa78c3a,4
1211651,2,bbff906c,5
1211651,2,9cb8d7a6,6
1211651,2,29e253dd,7
1211651,2,ffe699c0,8
1211651,2,f69f1d8a,9
1211651,2,db3643f3,10
1211651,2,e174dadd,11
1211652,1,ff077124,1
1211652,1,25f7b7d6,2
1211652,1,c13e34f4,3
1211652,1,50c6bc2b,4
1211652,1,79f8472d,5
1211652,1,06c2de82,6
1211652,1,c03c6200,7
1211652,1,b3118300,8
1211652,2,1777c020,1
1211652,2,45eda7c8,2
1211652,2,9ab63e7b,3
1211652,2,087210b1,4
1211652,2,18fac429,5
1211652,2,1ff2f550,6
1211652,2,aa8d28ae,7
1211652,2,30afc92b,8
1211653,1,4b345629,1
1211653,1,a15618fe,2
1211653,1,6843a783,3
1211653,1,bb351c23,4
1211653,1,cad00a4d,5
1211653,1,fce581b5,6
1211653,1,64d43928,7
1211653,2,d1c36f5c,1
1211653,2,4329fbb5,2
1211653,2,dc2abe5e,3
1211653,2,ee8f1a6d,4
1211653,2,2e11c706,5
1211653,2,eb2d5fe7,6
1211653,2,5af743d0,7
1211653,2,3086f7a4,8
1211653,2,2254ab79,9
1211655,1,0fa5042b,1
1211655,1,af2c687b,2
1211655,1,3031bf83,3
1211655,1,c995d726,4
1211655,1,9de62878,5
1211655,2,193ef196,1
1211655,2,8a75e999,2
1211655,2,92aeac25,3
1211655,2,afa78c3a,4
1211655,2,bbff906c,5
1211655,2,29e253dd,6
1211655,2,9cb8d7a6,7
1211656,1,25f7b7d6,1
1211656,1,ff077124,2
1211656,1,c13e34f4,3
1211656,1,64c34cd0,4
1211656,1,50c6bc2b,5
1211656,1,06c2de82,6
1211656,1,e342e5fb,7
1211656,1,b3118300,8
1211656,1,2911de16,9
1211656,1,f2800ef3,10
1211656,2,193ef196,1
1211656,2,8a75e999,2
1211656,2,92aeac25,3
1211656,2,afa78c3a,4
1211656,2,bbff906c,5
1211656,2,29e253dd,6
1211657,1,1777c020,1
1211657,1,45eda7c8,2
1211657,1,272d796e,3
1211657,1,9ab63e7b,4
1211657,1,18fac429,5
1211657,1,1ff2f550,6
1211657,2,d1c36f5c,1
1211657,2,4329fbb5,2
1211657,2,dc2abe5e,3
1211657,2,2254ab79,4
1211657,2,ee8f1a6d,5
1211657,2,3086f7a4,6
1211657,2,2e11c706,7
1211657,2,eb2d5fe7,8
1211657,2,22ae3041,9
1211657,2,9c9af282,10
1211657,2,8596fe80,11
1211658,1,0fa5042b,1
1211658,1,af2c687b,2
1211658,1,9de62878,3
1211658,1,c995d726,4
1211658,1,0a4736eb,5
1211658,2,45eda7c8,1
1211658,2,4d6d6280,2
1211658,2,9ab63e7b,3
1211658,2,272d796e,4
1211658,2,18fac429,5
1211658,2,1ff2f550,6
1211658,2,1574f3fe,7
1211658,2,f78e7113,8
1211658,2,f0e722e0,9
1211658,2,30afc92b,10
1211658,2,a968d8eb,11
1211659,1,ff077124,1
1211659,1,40c041ea,2
1211659,1,c13e34f4,3
1211659,1,64c34cd0,4
1211659,1,50c6bc2b,5
1211659,1,06c2de82,6
1211659,1,4a461c24,7
1211659,1,2911de16,8
1211659,2,d1c36f5c,1
1211659,2,4329fbb5,2
1211659,2,f8fd6e3f,3
1211659,2,2e11c706,4
1211659,2,3086f7a4,5
1211659,2,ee8f1a6d,6
1211659,2,2254ab79,7
1211659,2,5af743d0,8
1211659,2,245c97cb,9
1211660,1,bb351c23,1
1211660,1,4b345629,2
1211660,1,6843a783,3
1211660,1,cad00a4d,4
1211660,1,7ca5e05d,5
1211660,1,fce581b5,6
1211660,1,0dc00542,7
1211660,1,64d43928,8
1211661,1,0fa5042b,1
1211661,1,af2c687b,2
1211661,1,3031bf83,3
1211661,1,9de62878,4
1211661,1,c995d726,5
1211661,1,0a4736eb,6
1211661,1,bd4ea627,7
1211661,2,ff077124,1
1211661,2,40c041ea,2
1211661,2,25f7b7d6,3
1211661,2,c13e34f4,4
1211662,1,d1c36f5c,1
1211662,1,4329fbb5,2
1211662,1,f8fd6e3f,3
1211662,1,2254ab79,4
1211662,1,3086f7a4,5
1211662,1,ee8f1a6d,6
1211662,1,2e11c706,7
1211662,1,5af743d0,8
1211662,1,22ae3041,9
1211662,1,ba158afd,10
1211662,1,8596fe80,11
1211662,2,1777c020,1
1211662,2,1ff2f550,2
1211662,2,9ab63e7b,3
1211662,2,272d796e,4
1211663,1,0fa5042b,1
1211663,1,af2c687b,2
1211663,1,9de62878,3
1211663,1,c995d726,4
1211663,1,0a4736eb,5
1211663,1,3031bf83,6
1211663,1,c6a1b1bb,7
1211663,1,1c790f4f,8
1211663,2,4b345629,1
1211663,2,a15618fe,2
1211663,2,bb351c23,3
1211664,1,193ef196,1
1211664,1,8a75e999,2
1211664,1,92aeac25,3
1211664,1,afa78c3a,4
1211664,1,29e253dd,5
1211664,1,bbff906c,6
1211664,1,9cb8d7a6,7
1211664,2,1777c020,1
1211664,2,1ff2f550,2
1211664,2,9ab63e7b,3
1211664,2,272d796e,4
1211665,1,ff077124,1
1211665,1,25f7b7d6,2
1211665,1,50c6bc2b,3
1211665,1,64c34cd0,4
1211665,1,c13e34f4,5
1211665,1,06c2de82,6
1211665,1,e342e5fb,7
1211665,1,b3118300,8
1211665,1,2911de16,9
1211665,2,1777c020,1
1211665,2,1ff2f550,2
1211665,2,45eda7c8,3
1211665,2,272d796e,4
1211665,2,9ab63e7b,5
1211665,2,18fac429,6
1211665,2,aa8d28ae,7
1211667,1,1ff2f550,1
1211667,1,1777c020,2
1211667,1,45eda7c8,3
1211667,1,272d796e,4
1211667,1,9ab63e7b,5
1211667,1,18fac429,6
1211667,1,aa8d28ae,7
1211667,2,193ef196,1
1211667,2,8a75e999,2
1211668,1,522bea89,1
1211668,1,4b345629,2
1211668,1,6843a783,3
1211668,1,bb351c23,4
1211668,1,7ca5e05d,5
1211668,1,fce581b5,6
1211668,1,0dc00542,7
1211668,1,64d43928,8
1211668,2,ff077124,1
1211668,2,40c041ea,2
1211668,2,b3118300,3
1211668,2,3029e282,4
1211668,2,64c34cd0,5
1211668,2,c13e34f4,6
1211668,2,57bd3ecc,7
1211668,2,87addb93,8
1211668,2,2911de16,9
1211669,1,3031bf83,1
1211669,1,3d284ca3,2
1211669,1,bb4b445b,3
1211669,1,9de62878,4
1211669,1,c995d726,5
1211669,1,0a4736eb,6
1211669,1,bd4ea627,7
1211669,1,9fd3a210,8
1211669,2,193ef196,1
1211669,2,8a75e999,2
1211669,2,afa78c3a,3
1211669,2,9cb8d7a6,4
1211669,2,29e253dd,5
1211669,2,bbff906c,6
1211669,2,ffe699c0,7
1211669,2,f69f1d8a,8
1211670,1,bb351c23,1
1211670,1,4b345629,2
1211670,1,6843a783,3
1211670,1,7ca5e05d,4
1211670,1,fce581b5,5
1211670,1,50250426,6
1211670,1,522bea89,7
1211670,1,7662cf7a,8
1211670,2,1777c020,1
1211670,2,45eda7c8,2
1211670,2,1ff2f550,3
1211671,1,193ef196,1
1211671,1,8a75e999,2
1211671,1,29e253dd,3
1211671,1,afa78c3a,4
1211671,1,bbff906c,5
1211671,1,2f26ac1a,6
1211671,1,6dd8b88c,7
1211671,2,f8fd6e3f,1
1211671,2,4329fbb5,2
1211671,2,82c78845,3
1211671,2,2254ab79,4
1211671,2,ee8f1a6d,5
1211671,2,2e11c706,6
1211671,2,3086f7a4,7
1211672,1,4b345629,1
1211672,1,70b8fd28,2
1211672,1,6843a783,3
1211672,1,cad00a4d,4
1211672,1,7ca5e05d,5
1211672,1,fce581b5,6
1211672,1,0dc00542,7
1211672,1,64d43928,8
1211672,1,bbfa0b42,9
1211672,2,193ef196,1
