match_id,innings_number,player_hash,batting_position
1075999,1,9211d267,2
1075999,1,b0c772ee,3
1075999,1,5f26f677,4
1075999,1,7eae4418,5
1075999,1,4329fbb5,6
1075999,1,9de62878,7
1075999,1,c6a1b1bb,8
1075999,1,68ddabdb,9
1075999,2,afa78c3a,1
1075999,2,b8a55852,2
1075999,2,1777c020,3
1075999,2,fd2bf2a0,4
1075999,2,2f26ac1a,5
1075999,2,1bf9a8ef,6
1075999,2,c03449e0,7
1075999,2,9d430b40,8
1075999,2,64d43928,9
1075999,2,907d6e58,10
1075999,2,f2800ef3,11
1076000,1,8a75e999,1
1076000,1,6b71e6cf,2
1076000,1,db584dad,3
1076000,1,64c34cd0,4
1076000,1,a757b0d8,5
1076000,1,7ca5e05d,6
1076000,1,9cb8d7a6,7
1076000,1,5af743d0,8
1076000,2,50250426,1
1076000,2,f8fd6e3f,2
1076000,2,39f01cdb,3
1076000,2,cad00a4d,4
1076000,2,2254ab79,5
1076000,2,bf1d7d3e,6
1076001,1,3b041a12,1
1076001,1,ff077124,2
1076001,1,9ab63e7b,3
1076001,1,f846de6a,4
1076001,1,7dc35884,5
1076001,1,0dc00542,6
1076001,1,c03c6200,7
1076001,1,b3118300,8
1076001,2,afa78c3a,1
1076001,2,b8a55852,2
1076001,2,1777c020,3
1076001,2,fd2bf2a0,4
1076001,2,2f26ac1a,5
1076001,2,c03449e0,6
1076001,2,9d430b40,7
1076001,2,907d6e58,8
1076001,2,64d43928,9
1076001,2,f2800ef3,10
1076001,2,667f678b,11
1076002,1,35205dfc,1
1076002,1,9211d267,2
1076002,1,bb4b445b,3
1076002,1,7eae4418,4
1076002,1,b0c772ee,5
1076002,1,4329fbb5,6
1076002,1,9de62878,7
1076002,2,50250426,1
1076002,2,f8fd6e3f,2
1076002,2,39f01cdb,3
1076002,2,cad00a4d,4
1076002,2,2254ab79,5
1076002,2,eb2d5fe7,6
1076002,2,0f12f9df,7
1076003,1,afa78c3a,1
1076003,1,b8a55852,2
1076003,1,1777c020,3
1076003,1,fd2bf2a0,4
1076003,1,9d430b40,5
1076003,1,c03449e0,6
1076003,1,2f26ac1a,7
1076003,1,64d43928,8
1076003,2,8a75e999,1
1076003,2,d18f9182,2
1076003,2,6b71e6cf,3
1076003,2,64c34cd0,4
1076003,2,7ca5e05d,5
1076003,2,9cb8d7a6,6
1076003,2,a757b0d8,7
1076004,1,50250426,1
1076004,1,f8fd6e3f,2
1076004,1,39f01cdb,3
1076004,1,cad00a4d,4
1076004,1,3086f7a4,5
1076004,1,2254ab79,6
1076004,1,bf1d7d3e,7
1076004,1,486065b3,8
1076004,1,3a0f6df2,9
1076004,1,16dfcc19,10
1076004,1,245c97cb,11
1076004,2,3b041a12,1
1076004,2,ff077124,2
1076004,2,f846de6a,3
1076004,2,9ab63e7b,4
1076004,2,7dc35884,5
1076004,2,b98b5e1c,6
1076004,2,c03c6200,7
1076004,2,0dc00542,8
1076004,2,b3118300,9
1076004,2,2911de16,10
1076005,1,35205dfc,1
1076005,1,5f26f677,2
1076005,1,bb4b445b,3
1076005,1,4329fbb5,4
1076005,1,b0c772ee,5
1076005,1,9de62878,6
1076005,1,7eae4418,7
1076005,1,68ddabdb,8
1076005,2,8a75e999,1
1076005,2,db584dad,2
1076005,2,6b71e6cf,3
1076005,2,64c34cd0,4
1076005,2,a757b0d8,5
1076005,2,7ca5e05d,6
1076006,1,f8fd6e3f,1
1076006,1,cca50cd6,2
1076006,1,39f01cdb,3
1076006,1,cad00a4d,4
1076006,1,2254ab79,5
1076006,1,eb2d5fe7,6
1076006,1,3fbb43a9,7
1076006,1,3086f7a4,8
1076006,1,486065b3,9
1076006,2,ff077124,1
1076006,2,ad9c32a2,2
1076006,2,f846de6a,3
1076006,2,9ab63e7b,4
1076006,2,0dc00542,5
1076006,2,7cd0a092,6
1076006,2,c03c6200,7
1076006,2,ffe699c0,8
1076006,2,b3118300,9
1076006,2,2911de16,10
1076007,1,8a75e999,1
1076007,1,db584dad,2
1076007,1,6b71e6cf,3
1076007,1,64c34cd0,4
1076007,1,7ca5e05d,5
1076007,1,a757b0d8,6
1076007,1,9cb8d7a6,7
1076007,1,5af743d0,8
1076007,1,e174dadd,9
1076007,1,6dd8b88c,10
1076007,1,f0e722e0,11
1076007,2,35205dfc,1
1076007,2,0a4736eb,2
